@relation '238454L1_2-weka.filters.unsupervised.attribute.MergeManyValues-C1-Ldobry-R1,2-weka.filters.unsupervised.attribute.MergeManyValues-C1-Lzly-R1,2,3-weka.filters.unsupervised.attribute.Remove-Rlast-weka.filters.unsupervised.attribute.Reorder-R2-last,1-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R2-precision6'

@attribute 'kwota wnioskowana' numeric
@attribute wiek {'\'(-inf-30.4]\'','\'(30.4-42.8]\'','\'(42.8-55.2]\'','\'(55.2-67.6]\'','\'(67.6-inf)\''}
@attribute plec {K,M}
@attribute 'rodzaj zrodla dochodu' numeric
@attribute 'miesieczny dochod netto' numeric
@attribute 'ktore rolowanie' numeric
@attribute 'okres w jakim pob. doch.' numeric
@attribute 'okres w jakim bedzie pobierac dochod' numeric
@attribute 'status pozyczki' {dobry,zly}

@data
377.69,'\'(30.4-42.8]\'',K,11,1087,1,235,48,dobry
300,'\'(42.8-55.2]\'',M,16,639.31,0,246,48,zly
700,'\'(55.2-67.6]\'',K,13,2066,2,126,48,dobry
253.12,'\'(55.2-67.6]\'',K,13,975,2,24,48,dobry
1000,'\'(30.4-42.8]\'',M,11,2424.72,0,64,48,zly
500,'\'(42.8-55.2]\'',M,11,2094.17,0,238,48,zly
1000,'\'(42.8-55.2]\'',K,11,2575.31,0,190,48,zly
500,'\'(55.2-67.6]\'',M,11,2250.05,0,173,48,dobry
300,'\'(55.2-67.6]\'',M,12,1100,2,19,35,dobry
800,'\'(55.2-67.6]\'',K,13,1977,0,52,48,dobry
200,'\'(30.4-42.8]\'',K,11,993.48,0,162,48,zly
200,'\'(67.6-inf)\'',K,13,1134.96,2,159,48,dobry
200,'\'(55.2-67.6]\'',M,13,1287.66,1,94,48,dobry
200,'\'(55.2-67.6]\'',M,13,1538,2,98,48,dobry
300,'\'(67.6-inf)\'',M,13,1426,2,75,48,dobry
200,'\'(55.2-67.6]\'',M,12,1200,0,0,23,zly
300,'\'(42.8-55.2]\'',K,98,980,1,7,48,dobry
300,'\'(42.8-55.2]\'',M,12,670,2,7,11,dobry
500,'\'(42.8-55.2]\'',M,98,3178,2,199,48,dobry
517.26,'\'(55.2-67.6]\'',K,13,1801.41,2,35,48,dobry
1100,'\'(30.4-42.8]\'',M,11,2875.71,2,275,48,dobry
300,'\'(30.4-42.8]\'',K,12,1030,0,18,23,zly
200,'\'(67.6-inf)\'',K,13,1026,2,245,48,dobry
200,'\'(67.6-inf)\'',K,13,1185.33,2,222,48,dobry
1000,'\'(30.4-42.8]\'',K,11,2200,0,35,48,dobry
200,'\'(67.6-inf)\'',M,13,957.2,1,195,48,dobry
336.83,'\'(55.2-67.6]\'',K,13,815,1,142,48,dobry
400,'\'(55.2-67.6]\'',K,13,840,0,111,48,dobry
300,'\'(55.2-67.6]\'',K,13,933.05,0,83,48,zly
1000,'\'(55.2-67.6]\'',K,16,1820,0,23,48,zly
285.97,'\'(30.4-42.8]\'',K,98,1200,2,43,48,dobry
200,'\'(30.4-42.8]\'',K,12,1032.34,2,2,11,dobry
1000,'\'(-inf-30.4]\'',M,11,1510.08,0,14,48,zly
300,'\'(30.4-42.8]\'',K,12,1027,2,6,48,dobry
277.34,'\'(30.4-42.8]\'',K,11,1770,2,84,48,dobry
800,'\'(55.2-67.6]\'',K,13,3700,2,24,48,dobry
200,'\'(-inf-30.4]\'',M,11,1032,0,24,48,zly
400,'\'(30.4-42.8]\'',M,11,3500,2,25,48,dobry
200,'\'(42.8-55.2]\'',K,11,1400,2,114,48,dobry
400,'\'(42.8-55.2]\'',K,11,763,2,91,48,dobry
300,'\'(55.2-67.6]\'',K,13,1083.23,0,95,48,dobry
500,'\'(55.2-67.6]\'',M,13,1272,1,14,48,dobry
250,'\'(55.2-67.6]\'',M,99,685,2,3,3,dobry
400,'\'(67.6-inf)\'',M,13,1519,0,251,48,dobry
200,'\'(67.6-inf)\'',K,13,803.86,2,155,48,dobry
800,'\'(-inf-30.4]\'',M,12,1743,0,11,16,zly
500,'\'(55.2-67.6]\'',M,12,961,0,75,48,zly
400,'\'(55.2-67.6]\'',M,13,1193.65,1,7,48,dobry
200,'\'(42.8-55.2]\'',M,11,1566.82,0,347,48,dobry
500,'\'(-inf-30.4]\'',M,12,1032.34,0,14,31,zly
300,'\'(55.2-67.6]\'',K,13,1031,0,119,48,dobry
400,'\'(55.2-67.6]\'',K,13,1149.06,1,159,48,dobry
400,'\'(67.6-inf)\'',K,13,1412,2,201,48,dobry
381.29,'\'(55.2-67.6]\'',M,13,1591,2,74,48,dobry
200,'\'(55.2-67.6]\'',K,16,755.1,1,132,48,dobry
327,'\'(42.8-55.2]\'',K,11,2065.98,2,176,48,dobry
300,'\'(-inf-30.4]\'',M,12,1400,1,7,23,dobry
900,'\'(30.4-42.8]\'',M,12,1500,0,30,35,dobry
789.27,'\'(55.2-67.6]\'',K,13,860,2,77,48,dobry
300,'\'(42.8-55.2]\'',K,11,1079,0,175,48,zly
400,'\'(42.8-55.2]\'',K,11,2800,2,57,48,dobry
200,'\'(67.6-inf)\'',K,13,1167.94,0,367,48,dobry
700,'\'(67.6-inf)\'',M,13,2802,2,245,48,dobry
200,'\'(42.8-55.2]\'',M,16,1045,1,197,48,dobry
500,'\'(55.2-67.6]\'',M,17,1485,2,141,48,zly
200,'\'(-inf-30.4]\'',M,12,1035,0,1,2,zly
300,'\'(30.4-42.8]\'',M,11,1300,2,43,48,dobry
800,'\'(42.8-55.2]\'',K,12,1792,0,155,48,zly
200,'\'(55.2-67.6]\'',M,13,1162,2,219,48,dobry
300,'\'(55.2-67.6]\'',K,13,1094,1,182,48,dobry
200,'\'(55.2-67.6]\'',K,13,1635,2,117,48,dobry
1000,'\'(30.4-42.8]\'',M,98,30000,0,72,48,zly
300,'\'(30.4-42.8]\'',K,11,1033.52,0,75,48,zly
300,'\'(55.2-67.6]\'',K,13,917,0,74,48,dobry
600,'\'(55.2-67.6]\'',K,13,2120,2,116,48,dobry
300,'\'(55.2-67.6]\'',K,13,985.9,0,88,48,dobry
400,'\'(55.2-67.6]\'',M,16,1313.41,2,25,48,dobry
400,'\'(55.2-67.6]\'',K,13,1233,1,121,48,dobry
400,'\'(55.2-67.6]\'',M,13,1611,0,139,48,dobry
200,'\'(55.2-67.6]\'',M,13,819,0,55,48,dobry
500,'\'(55.2-67.6]\'',K,13,714,3,220,48,dobry
500,'\'(42.8-55.2]\'',K,11,3000,2,91,48,dobry
470.41,'\'(55.2-67.6]\'',K,13,919,2,139,48,zly
600,'\'(30.4-42.8]\'',K,98,5000,1,82,48,dobry
250,'\'(30.4-42.8]\'',M,12,700,2,7,23,dobry
500,'\'(67.6-inf)\'',K,13,951,2,160,48,dobry
400,'\'(55.2-67.6]\'',K,13,1013.74,2,111,48,dobry
400,'\'(55.2-67.6]\'',K,11,1500,1,83,48,dobry
200,'\'(55.2-67.6]\'',K,13,1145.25,0,21,48,zly
300,'\'(30.4-42.8]\'',K,11,1200,2,188,48,zly
521.49,'\'(55.2-67.6]\'',K,13,1525.46,2,34,48,dobry
700,'\'(55.2-67.6]\'',K,13,5100,2,26,48,dobry
200,'\'(-inf-30.4]\'',M,11,2327.94,0,32,48,dobry
241.15,'\'(42.8-55.2]\'',M,12,1030,2,6,24,dobry
800,'\'(42.8-55.2]\'',M,11,2000,0,49,48,dobry
900,'\'(42.8-55.2]\'',K,16,2300,3,60,48,dobry
400,'\'(42.8-55.2]\'',K,11,1796,0,311,48,zly
400,'\'(30.4-42.8]\'',K,12,660,2,9,37,dobry
300,'\'(42.8-55.2]\'',K,12,1009.34,1,27,48,dobry
200,'\'(42.8-55.2]\'',M,12,1030,2,7,48,dobry
400,'\'(55.2-67.6]\'',M,12,1600,0,32,48,dobry
500,'\'(55.2-67.6]\'',K,13,1425,0,77,48,dobry
281.29,'\'(42.8-55.2]\'',K,12,1350,2,20,24,dobry
200,'\'(-inf-30.4]\'',M,12,1000,3,9,24,dobry
600,'\'(42.8-55.2]\'',K,12,1675,2,7,11,dobry
500,'\'(55.2-67.6]\'',K,13,717.96,0,79,48,zly
700,'\'(-inf-30.4]\'',M,12,1800,2,8,8,dobry
300,'\'(-inf-30.4]\'',M,12,1227,0,0,12,zly
200,'\'(55.2-67.6]\'',K,13,856,2,55,48,dobry
300,'\'(30.4-42.8]\'',M,11,2700,1,7,48,dobry
300,'\'(55.2-67.6]\'',M,13,1300,1,76,48,zly
400,'\'(55.2-67.6]\'',K,13,1684,2,17,48,dobry
200,'\'(55.2-67.6]\'',M,11,1800,0,158,48,dobry
498.47,'\'(30.4-42.8]\'',K,12,1600,2,12,12,dobry
200,'\'(67.6-inf)\'',K,13,616,2,244,48,dobry
300,'\'(55.2-67.6]\'',M,12,900,0,5,7,zly
200,'\'(55.2-67.6]\'',K,13,984,1,8,48,dobry
700,'\'(55.2-67.6]\'',K,13,1650,0,126,48,zly
275.97,'\'(30.4-42.8]\'',K,11,1000,2,59,48,dobry
400,'\'(42.8-55.2]\'',M,11,2324,0,42,48,zly
445.67,'\'(42.8-55.2]\'',M,12,1574.45,1,29,35,dobry
300,'\'(42.8-55.2]\'',M,11,1700,2,37,48,dobry
600,'\'(42.8-55.2]\'',K,12,830.46,1,43,48,dobry
200,'\'(55.2-67.6]\'',K,16,634,1,49,48,dobry
300,'\'(67.6-inf)\'',K,13,1160,0,209,48,dobry
200,'\'(55.2-67.6]\'',K,13,1500,2,44,48,dobry
250,'\'(55.2-67.6]\'',M,16,633.56,2,109,48,zly
200,'\'(67.6-inf)\'',M,13,910.33,2,161,48,dobry
500,'\'(42.8-55.2]\'',K,11,2139,0,83,48,zly
400,'\'(30.4-42.8]\'',K,11,1433,0,158,48,zly
227.13,'\'(42.8-55.2]\'',K,12,2000,2,7,25,dobry
200,'\'(55.2-67.6]\'',K,16,703,2,23,48,dobry
900,'\'(55.2-67.6]\'',K,17,684,2,187,48,dobry
300,'\'(-inf-30.4]\'',M,12,1200,0,2,23,zly
400,'\'(30.4-42.8]\'',M,99,761,0,0,12,zly
500,'\'(67.6-inf)\'',K,13,640,0,136,48,dobry
1000,'\'(55.2-67.6]\'',M,13,3519,0,107,48,zly
200,'\'(67.6-inf)\'',K,13,965,2,243,48,dobry
1569.98,'\'(42.8-55.2]\'',M,11,2353,2,97,48,dobry
200,'\'(55.2-67.6]\'',K,13,802.83,2,199,48,dobry
400,'\'(55.2-67.6]\'',K,13,1137.19,2,94,48,dobry
800,'\'(55.2-67.6]\'',M,11,1000,2,61,48,dobry
1000,'\'(67.6-inf)\'',K,13,2421.55,2,243,48,dobry
1000,'\'(55.2-67.6]\'',M,13,3600,1,84,48,dobry
350,'\'(55.2-67.6]\'',M,13,1601.87,1,43,48,dobry
300,'\'(67.6-inf)\'',K,13,1239,2,268,48,dobry
900,'\'(30.4-42.8]\'',M,11,2215,0,203,48,zly
200,'\'(55.2-67.6]\'',K,13,1100,1,41,48,dobry
500,'\'(30.4-42.8]\'',K,11,950,0,177,48,zly
400,'\'(30.4-42.8]\'',M,11,1261.98,2,34,48,dobry
300,'\'(67.6-inf)\'',K,16,1138.01,0,4,48,zly
500,'\'(55.2-67.6]\'',M,16,837,1,229,48,dobry
200,'\'(42.8-55.2]\'',K,12,990.34,1,53,48,dobry
800,'\'(55.2-67.6]\'',K,13,930,3,128,48,dobry
400,'\'(42.8-55.2]\'',K,11,3170,2,283,48,dobry
400,'\'(42.8-55.2]\'',M,12,600,3,7,27,dobry
300,'\'(-inf-30.4]\'',M,11,1459,0,7,48,dobry
300,'\'(55.2-67.6]\'',K,13,1130,2,101,48,dobry
300,'\'(42.8-55.2]\'',K,16,906.07,0,10,48,zly
300,'\'(-inf-30.4]\'',M,12,1400,1,10,32,dobry
300,'\'(42.8-55.2]\'',M,11,2100,1,48,48,dobry
235.97,'\'(55.2-67.6]\'',K,13,1428.55,2,135,48,dobry
500,'\'(42.8-55.2]\'',K,16,655,2,29,48,dobry
300,'\'(30.4-42.8]\'',M,11,1800,2,163,48,dobry
400,'\'(55.2-67.6]\'',K,13,1474.55,1,63,48,dobry
200,'\'(42.8-55.2]\'',K,11,1617.68,1,83,48,dobry
500,'\'(55.2-67.6]\'',M,13,1768.93,2,267,48,zly
200,'\'(42.8-55.2]\'',M,11,1400,2,12,48,dobry
900,'\'(42.8-55.2]\'',K,11,5800,2,52,48,dobry
200,'\'(42.8-55.2]\'',M,12,1440,0,3,11,zly
265.58,'\'(55.2-67.6]\'',K,13,1189,2,67,48,dobry
400,'\'(42.8-55.2]\'',K,11,1172.2,2,35,48,dobry
500,'\'(55.2-67.6]\'',K,16,1340,2,159,48,dobry
200,'\'(55.2-67.6]\'',M,13,1672.59,1,20,48,dobry
350,'\'(42.8-55.2]\'',K,17,1031,1,49,48,dobry
500,'\'(55.2-67.6]\'',K,13,1000,2,65,48,dobry
200,'\'(55.2-67.6]\'',K,16,931.37,0,209,48,zly
400,'\'(55.2-67.6]\'',K,13,1817.24,1,16,48,dobry
900,'\'(55.2-67.6]\'',M,11,1510,2,163,48,dobry
1000,'\'(42.8-55.2]\'',K,12,1000,0,51,48,zly
500,'\'(30.4-42.8]\'',K,12,1033,0,1,1,zly
250,'\'(30.4-42.8]\'',K,12,1200,0,3,9,zly
300,'\'(55.2-67.6]\'',K,13,997,2,77,48,dobry
500,'\'(55.2-67.6]\'',K,13,1212,2,51,48,dobry
300,'\'(55.2-67.6]\'',K,11,1680,2,383,48,dobry
200,'\'(55.2-67.6]\'',K,13,720.19,0,91,48,dobry
1283.66,'\'(42.8-55.2]\'',K,11,1638,0,312,48,dobry
600,'\'(42.8-55.2]\'',K,11,1700,2,87,48,dobry
200,'\'(67.6-inf)\'',K,13,1442.43,3,139,48,dobry
600,'\'(55.2-67.6]\'',K,11,1400,2,161,48,dobry
600,'\'(42.8-55.2]\'',K,11,2800,2,316,48,dobry
369.53,'\'(67.6-inf)\'',K,13,3541.9,0,125,48,dobry
500,'\'(-inf-30.4]\'',K,11,2100,1,20,48,dobry
600,'\'(30.4-42.8]\'',K,11,1290,2,17,48,dobry
300,'\'(30.4-42.8]\'',M,12,1884.29,0,18,23,dobry
200,'\'(67.6-inf)\'',K,13,730,1,558,48,dobry
500,'\'(42.8-55.2]\'',K,11,1542.33,0,276,48,zly
700,'\'(30.4-42.8]\'',M,11,2284.23,0,297,48,dobry
200,'\'(67.6-inf)\'',K,16,959.6,2,113,48,dobry
200,'\'(-inf-30.4]\'',M,99,1393.85,1,2,3,dobry
717.26,'\'(55.2-67.6]\'',M,13,2010,1,135,48,dobry
200,'\'(55.2-67.6]\'',M,13,12220,1,69,48,dobry
1000,'\'(30.4-42.8]\'',M,11,2700,0,143,48,zly
500,'\'(55.2-67.6]\'',K,16,892,1,198,48,dobry
200,'\'(42.8-55.2]\'',M,11,1360,3,117,48,dobry
295.97,'\'(42.8-55.2]\'',K,12,1050,1,31,36,dobry
300,'\'(30.4-42.8]\'',K,12,1200,2,6,14,dobry
300,'\'(55.2-67.6]\'',K,13,1210,1,136,48,dobry
700,'\'(42.8-55.2]\'',M,11,3200,2,187,48,dobry
450,'\'(42.8-55.2]\'',K,16,1045.6,3,10,48,dobry
300,'\'(55.2-67.6]\'',K,13,1350,1,109,48,dobry
600,'\'(42.8-55.2]\'',M,11,1800,2,124,48,zly
300,'\'(30.4-42.8]\'',K,12,1200,0,0,24,zly
500,'\'(55.2-67.6]\'',K,11,2249.14,2,239,48,dobry
200,'\'(67.6-inf)\'',K,13,785,2,62,48,dobry
300,'\'(42.8-55.2]\'',M,13,1688.82,1,97,48,dobry
300,'\'(-inf-30.4]\'',M,11,1400,0,22,48,dobry
400,'\'(42.8-55.2]\'',M,11,4000,3,8,48,dobry
300,'\'(-inf-30.4]\'',M,12,1037.34,1,18,23,dobry
300,'\'(-inf-30.4]\'',M,99,750,2,2,5,dobry
300,'\'(55.2-67.6]\'',K,13,611,1,137,48,dobry
700,'\'(67.6-inf)\'',M,13,2098,2,195,48,dobry
500,'\'(-inf-30.4]\'',M,11,1585,0,2,48,zly
500,'\'(67.6-inf)\'',M,13,1700,2,12,48,dobry
300,'\'(67.6-inf)\'',M,13,940,2,51,48,zly
500,'\'(42.8-55.2]\'',K,11,1700,2,303,48,dobry
800,'\'(-inf-30.4]\'',K,12,1600,0,72,48,zly
400,'\'(55.2-67.6]\'',M,11,1842.86,1,5,48,dobry
300,'\'(42.8-55.2]\'',M,13,3900,3,28,48,dobry
200,'\'(55.2-67.6]\'',M,16,461.6,0,378,48,zly
426.61,'\'(42.8-55.2]\'',K,11,2470,3,352,48,dobry
500,'\'(42.8-55.2]\'',M,11,1320,2,340,48,dobry
400,'\'(30.4-42.8]\'',K,11,1239.05,0,202,48,dobry
400,'\'(55.2-67.6]\'',M,13,1261.6,2,51,48,dobry
700,'\'(30.4-42.8]\'',M,12,3000,0,5,10,dobry
300,'\'(55.2-67.6]\'',K,13,1240,3,68,48,dobry
550,'\'(55.2-67.6]\'',K,13,936,0,29,48,dobry
200,'\'(67.6-inf)\'',K,13,1026,3,245,48,dobry
400,'\'(42.8-55.2]\'',M,12,1952.35,2,2,11,dobry
300,'\'(42.8-55.2]\'',K,11,1400,3,23,48,dobry
1800,'\'(67.6-inf)\'',M,13,2612,1,79,48,dobry
400,'\'(55.2-67.6]\'',K,13,1170,1,76,48,dobry
300,'\'(42.8-55.2]\'',K,11,1077.49,2,369,48,dobry
600,'\'(-inf-30.4]\'',M,12,2187.11,0,30,35,zly
496.61,'\'(30.4-42.8]\'',K,11,2927,1,199,48,dobry
800,'\'(55.2-67.6]\'',M,12,2500,1,2,3,dobry
200,'\'(-inf-30.4]\'',M,17,985,3,11,11,dobry
1000,'\'(30.4-42.8]\'',M,11,2258,3,73,48,dobry
400,'\'(55.2-67.6]\'',K,13,1090.14,2,73,48,dobry
649.84,'\'(55.2-67.6]\'',K,11,1680,3,68,48,dobry
238.78,'\'(42.8-55.2]\'',K,11,1700,3,203,48,dobry
500,'\'(67.6-inf)\'',K,13,1072,3,151,48,dobry
300,'\'(67.6-inf)\'',K,13,729.03,3,255,48,dobry
500,'\'(67.6-inf)\'',K,16,1124,0,135,48,zly
200,'\'(55.2-67.6]\'',K,16,1389,2,89,48,dobry
381.29,'\'(67.6-inf)\'',K,13,1291.18,3,77,48,dobry
200,'\'(55.2-67.6]\'',M,16,763.38,2,209,48,dobry
900,'\'(55.2-67.6]\'',K,13,1370,2,74,48,dobry
900,'\'(-inf-30.4]\'',M,12,1700,0,4,12,zly
500,'\'(42.8-55.2]\'',M,11,2080,3,316,48,dobry
1500,'\'(55.2-67.6]\'',M,98,3000,0,67,48,dobry
300,'\'(55.2-67.6]\'',M,11,3000,3,210,48,dobry
300,'\'(-inf-30.4]\'',K,11,1373.34,0,56,48,dobry
200,'\'(-inf-30.4]\'',K,17,1200,3,163,48,dobry
300,'\'(42.8-55.2]\'',K,16,685,1,39,48,dobry
400,'\'(55.2-67.6]\'',K,13,850,2,65,48,dobry
400,'\'(42.8-55.2]\'',K,12,1700,3,53,48,dobry
500,'\'(42.8-55.2]\'',K,17,990,3,70,48,dobry
600,'\'(30.4-42.8]\'',K,11,2400,2,111,48,dobry
296.54,'\'(30.4-42.8]\'',M,12,1030,0,3,23,zly
903.23,'\'(30.4-42.8]\'',K,11,1900,2,177,48,dobry
500,'\'(55.2-67.6]\'',M,16,1600,1,10,48,dobry
500,'\'(-inf-30.4]\'',K,12,1447,3,19,23,dobry
300,'\'(55.2-67.6]\'',K,13,810,3,31,48,dobry
400,'\'(42.8-55.2]\'',K,11,2368.57,1,408,48,dobry
378,'\'(-inf-30.4]\'',K,11,1500,0,22,48,dobry
300,'\'(42.8-55.2]\'',M,12,1375.47,0,4,8,dobry
500,'\'(42.8-55.2]\'',K,11,4900,1,9,48,dobry
200,'\'(67.6-inf)\'',K,13,1017,3,159,48,dobry
600,'\'(42.8-55.2]\'',M,16,588,3,420,48,dobry
200,'\'(-inf-30.4]\'',M,12,1136.86,1,9,23,zly
200,'\'(55.2-67.6]\'',K,13,910,3,67,48,dobry
200,'\'(-inf-30.4]\'',K,98,600,0,3,48,zly
300,'\'(-inf-30.4]\'',K,12,1634,1,10,10,dobry
900,'\'(42.8-55.2]\'',M,11,2500,2,202,48,dobry
200,'\'(67.6-inf)\'',K,16,1076.83,0,135,48,zly
200,'\'(55.2-67.6]\'',K,13,1216,3,139,48,dobry
400,'\'(55.2-67.6]\'',K,13,1280,3,15,48,dobry
600,'\'(42.8-55.2]\'',K,11,1300,0,66,48,dobry
450,'\'(30.4-42.8]\'',M,11,2700,3,13,48,dobry
800,'\'(55.2-67.6]\'',K,13,1400,2,52,48,dobry
575.74,'\'(30.4-42.8]\'',M,11,2050,3,116,48,dobry
500,'\'(55.2-67.6]\'',M,16,1770,3,87,48,dobry
400,'\'(30.4-42.8]\'',K,12,1865,0,18,21,dobry
382.44,'\'(-inf-30.4]\'',M,11,1888.27,2,75,48,dobry
300,'\'(42.8-55.2]\'',M,12,1000,0,41,48,dobry
385.97,'\'(42.8-55.2]\'',K,11,1721.7,3,118,48,dobry
700,'\'(55.2-67.6]\'',K,13,1872,3,33,48,dobry
330.68,'\'(30.4-42.8]\'',K,11,2709.34,3,179,48,dobry
400,'\'(55.2-67.6]\'',K,13,1015,3,107,48,dobry
200,'\'(42.8-55.2]\'',K,12,984.34,2,16,20,dobry
300,'\'(67.6-inf)\'',K,13,1239.98,0,253,48,dobry
500,'\'(55.2-67.6]\'',K,13,1200.29,0,20,48,dobry
500,'\'(30.4-42.8]\'',K,11,1183,0,15,48,zly
200,'\'(55.2-67.6]\'',K,13,2113.24,2,59,48,dobry
600,'\'(-inf-30.4]\'',M,11,2700,3,62,48,dobry
400,'\'(55.2-67.6]\'',K,13,1454.91,2,40,48,dobry
200,'\'(67.6-inf)\'',K,13,907,1,232,48,dobry
300,'\'(67.6-inf)\'',M,13,1457,2,77,48,zly
400,'\'(42.8-55.2]\'',K,11,1300,0,32,48,dobry
400,'\'(42.8-55.2]\'',M,12,1963.88,2,4,5,dobry
500,'\'(42.8-55.2]\'',K,11,1800,3,51,48,dobry
500,'\'(42.8-55.2]\'',K,12,1356,0,84,48,zly
281.29,'\'(55.2-67.6]\'',K,11,1906.42,1,210,48,dobry
300,'\'(-inf-30.4]\'',K,11,1300,0,21,48,zly
500,'\'(42.8-55.2]\'',M,13,1900,3,148,48,dobry
600,'\'(55.2-67.6]\'',K,13,1050,3,137,48,dobry
498.26,'\'(30.4-42.8]\'',K,98,4000,3,16,48,dobry
900,'\'(55.2-67.6]\'',K,13,1820,3,67,48,dobry
300,'\'(30.4-42.8]\'',K,99,645.31,0,9,11,zly
300,'\'(55.2-67.6]\'',K,13,1399.99,1,13,48,dobry
400,'\'(55.2-67.6]\'',K,13,1085,3,164,48,dobry
400,'\'(55.2-67.6]\'',K,11,1730.13,1,191,48,dobry
500,'\'(55.2-67.6]\'',K,13,1650,0,113,48,dobry
300,'\'(30.4-42.8]\'',M,12,1457,0,5,7,zly
200,'\'(55.2-67.6]\'',M,11,1500,2,393,48,dobry
500,'\'(55.2-67.6]\'',M,11,1660,0,48,48,dobry
200,'\'(67.6-inf)\'',K,13,722.05,2,195,48,dobry
799.85,'\'(30.4-42.8]\'',K,11,2050,1,27,48,dobry
200,'\'(42.8-55.2]\'',M,12,988,0,7,12,zly
400,'\'(-inf-30.4]\'',M,12,1100,0,31,48,dobry
600,'\'(42.8-55.2]\'',K,11,1443,3,31,48,dobry
200,'\'(-inf-30.4]\'',M,17,728,3,98,48,dobry
600,'\'(42.8-55.2]\'',M,11,2100,0,36,48,dobry
400,'\'(55.2-67.6]\'',M,13,1503,2,163,48,dobry
500,'\'(55.2-67.6]\'',K,13,1362,3,54,48,dobry
300,'\'(55.2-67.6]\'',K,13,1244.77,3,37,48,dobry
200,'\'(42.8-55.2]\'',K,11,932.34,3,393,48,dobry
300,'\'(-inf-30.4]\'',K,11,901,2,38,48,dobry
200,'\'(55.2-67.6]\'',K,17,1100,1,25,33,dobry
667.26,'\'(55.2-67.6]\'',M,13,3040,3,199,48,dobry
1000,'\'(30.4-42.8]\'',K,11,2700,3,119,48,dobry
500,'\'(30.4-42.8]\'',K,11,3100,3,119,48,dobry
599.97,'\'(42.8-55.2]\'',M,11,3217,1,268,48,zly
300,'\'(55.2-67.6]\'',K,13,1125,1,123,48,dobry
300,'\'(55.2-67.6]\'',M,13,2110,3,99,48,dobry
300,'\'(67.6-inf)\'',K,13,865,3,126,48,dobry
300,'\'(-inf-30.4]\'',K,12,1300,2,6,12,dobry
400,'\'(42.8-55.2]\'',K,16,1362,3,27,48,dobry
300,'\'(-inf-30.4]\'',K,12,1500,2,2,2,dobry
392.14,'\'(55.2-67.6]\'',K,13,1668,3,89,48,dobry
200,'\'(55.2-67.6]\'',K,11,983.97,1,76,48,dobry
200,'\'(-inf-30.4]\'',K,12,980,3,8,10,dobry
500,'\'(30.4-42.8]\'',K,11,1700,2,195,48,dobry
600,'\'(67.6-inf)\'',M,13,2015.55,1,109,48,zly
200,'\'(55.2-67.6]\'',M,13,1217,0,49,48,dobry
200,'\'(55.2-67.6]\'',M,13,819,1,55,48,dobry
200,'\'(55.2-67.6]\'',M,16,650.77,0,46,48,zly
600,'\'(42.8-55.2]\'',M,12,2673.17,3,110,48,dobry
231.29,'\'(55.2-67.6]\'',K,13,1107,1,13,48,dobry
1000,'\'(67.6-inf)\'',K,13,2291,0,69,48,dobry
600,'\'(55.2-67.6]\'',K,13,1400,3,244,48,dobry
300,'\'(55.2-67.6]\'',K,16,634.64,2,134,48,dobry
400,'\'(42.8-55.2]\'',K,98,911,3,96,48,dobry
300,'\'(42.8-55.2]\'',K,11,992.84,3,119,48,dobry
300,'\'(-inf-30.4]\'',M,11,1000,3,55,48,dobry
450,'\'(67.6-inf)\'',M,13,2000,3,43,48,dobry
300,'\'(67.6-inf)\'',M,13,1180,0,138,48,dobry
400,'\'(55.2-67.6]\'',K,13,1175,1,113,48,zly
500,'\'(55.2-67.6]\'',M,11,2100,2,185,48,dobry
200,'\'(30.4-42.8]\'',K,12,1382,2,19,23,dobry
300,'\'(42.8-55.2]\'',K,16,1072.89,3,120,48,dobry
200,'\'(30.4-42.8]\'',K,11,1037.34,3,60,48,dobry
300,'\'(42.8-55.2]\'',K,98,2200,3,23,48,dobry
500,'\'(55.2-67.6]\'',M,11,1896.86,0,136,48,zly
200,'\'(42.8-55.2]\'',K,11,1493.98,2,359,48,dobry
400,'\'(55.2-67.6]\'',K,13,1062,0,160,48,zly
1000,'\'(55.2-67.6]\'',K,11,2670,3,86,48,dobry
300,'\'(42.8-55.2]\'',K,99,1100,0,49,48,dobry
376.37,'\'(55.2-67.6]\'',M,13,1500,3,21,48,dobry
600,'\'(55.2-67.6]\'',M,13,3100,0,136,48,zly
200,'\'(-inf-30.4]\'',M,98,690,0,6,48,zly
246.83,'\'(42.8-55.2]\'',K,11,1344.9,2,44,48,dobry
300,'\'(55.2-67.6]\'',M,98,583,0,111,48,zly
200,'\'(42.8-55.2]\'',M,16,1045,2,197,48,dobry
800,'\'(55.2-67.6]\'',K,13,720,0,230,48,dobry
250,'\'(67.6-inf)\'',K,13,1016,1,187,48,dobry
200,'\'(30.4-42.8]\'',K,12,1032.34,3,3,11,dobry
200,'\'(42.8-55.2]\'',K,11,967.64,2,317,48,dobry
600,'\'(30.4-42.8]\'',K,11,1800,2,50,48,dobry
800,'\'(55.2-67.6]\'',K,13,580,3,117,48,dobry
400,'\'(-inf-30.4]\'',M,12,1224,0,3,3,zly
300,'\'(30.4-42.8]\'',M,11,3619,0,39,48,zly
200,'\'(-inf-30.4]\'',K,16,436,0,12,48,zly
296.54,'\'(42.8-55.2]\'',K,12,1032,3,36,40,dobry
